"Trans #"	"Date"	"Cleared"	"Name"	"Memo"	"Account"	"Debit"	"Credit"
			"Apple Computer"	"I-Pad"	"Expenses:Home:Office Supplies"	634.94	
437	09/10/2010	"*"	"Apple Computer"	"Ipad case"	"Assets:ISU Checking"		41.34
			"Apple Computer"	"ipad case"	"Expenses:Home:Office Supplies"	41.34	
438	09/17/2010	"*"	"Apple Computer"	"apps"	"Assets:ISU Checking"		11.62
			"Apple Computer"	"apps"	"Expenses:Home:Office Supplies"	11.62	
439	09/24/2010	"*"	"Commercial Tire"	"Tire Rotation"	"Assets:ISU Checking"		14.00
			"Commercial Tire"	"Tire Rotation"	"Expenses:Transportation:Maintenance"	14.00	
440	09/03/2010	"*"		"Deposit"	"Assets:ISU Checking"	2,500.00	
			"NEUP"	"NEUP Scholarship"	"Income:Scholarships and Grants"		2,500.00
441	09/30/2010	"*"		"Interest"	"Assets:ISU Checking"	62.04	
				"Interest"	"Income:Interest Received"		62.04
442	11/14/2010	"*"	"Church of Jesus Christ of Latter Day Sain"		"Assets:ISU Checking"		716.66
			"Church of Jesus Christ of Latter Day Sain"		"Liabilities:Accounts Payable"	716.66	
443	11/14/2010	"*"	"Church of Jesus Christ of Latter Day Sain"	"fast offerings (thru november)"	"Assets:ISU Checking"		40.00
			"Church of Jesus Christ of Latter Day Sain"	"fast offerings (thru november)"	"Expenses:Donations:Other"	40.00	
444	11/19/2010	"*"	"ShopKo"	"Esther's undergarment"	"Assets:ISU Checking"		8.27
			"ShopKo"	"Esther's undergarment"	"Expenses:Home:Clothing"	8.27	
445	11/15/2010	"*"	"Albertsons"		"Assets:ISU Checking"		3.78
			"Albertsons"	"Toothpaste"	"Expenses:Consumables:Other"	1.57	
			"Albertsons"		"Expenses:Consumables:Food"	2.21	
450	11/15/2010	"*"	"Fred Meyer"		"Assets:ISU Checking"		23.63
			"Fred Meyer"	"Toilet Paper"	"Expenses:Consumables:Other"	16.00	
			"Fred Meyer"		"Expenses:Consumables:Food"	7.63	
452	11/08/2010	"*"	"Smith's"		"Assets:ISU Checking"		1.06
			"Smith's"		"Expenses:Consumables:Food"	1.06	
453	11/09/2010	"*"	"Walgreens"		"Assets:ISU Checking"		0.58
			"Walgreens"		"Expenses:Consumables:Food"	0.58	
454	11/17/2010	"*"	"Idaho Expenses:Taxes:State University"	"Robert's Transcripts"	"Assets:ISU Checking"		20.00
			"Idaho Expenses:Taxes:State University"	"Robert's Transcripts"	"Expenses:Education:Other"	20.00	
455	11/05/2010	"*"	"WinCo"		"Assets:ISU Checking"		13.27
			"WinCo"		"Expenses:Consumables:Food"	13.27	
456	11/05/2010	"*"	"Walmart"		"Assets:ISU Checking"		8.48
			"Walmart"		"Expenses:Consumables:Food"	8.48	
457	11/05/2010	"*"	"Walmart"		"Assets:ISU Checking"		1.25
			"Walmart"		"Expenses:Consumables:Food"	1.25	
458	11/05/2010	"*"	"Walmart"	"Tape"	"Assets:ISU Checking"		13.19
			"Walmart"	"Tape"	"Expenses:Home:Office Supplies"	13.19	
459	11/05/2010	"*"	"Walmart"	"Rob's Gel"	"Assets:ISU Checking"		21.13
			"Walmart"	"Rob's Gel"	"Expenses:Consumables:Other"	21.13	
460	11/05/2010	"*"	"Walmart"		"Assets:ISU Checking"		5.30
			"Walmart"		"Expenses:Consumables:Food"	5.30	
462	11/20/2010	"*"	"Bed, Bath & Beyond"	"Shane's Wedding Coupon"	"Assets:ISU Checking"		28.58
			"Bed, Bath & Beyond"	"Shane's Wedding Coupon"	"Expenses:Home:Housewares"	28.58	
463	11/11/2010	"*"	"Chase Bank"		"Assets:ISU Checking"		316.41
			"Chase Bank"		"Expenses:Transportation:Gas"	160.00	
			"Chase Bank"		"Expenses:Medical:Other"	196.41	
			"Chase Bank"	"Redeemed Credit Card Points"	"Expenses:Transportation:Gas"		40.00
464	12/11/2010	"*"	"Chase Bank"		"Assets:ISU Checking"		202.72
			"Chase Bank"		"Expenses:Medical:Other"	45.00	
			"Chase Bank"		"Expenses:Transportation:Gas"	124.00	
			"Chase Bank"		"Expenses:Consumables:Other"	9.40	
			"Chase Bank"		"Expenses:Consumables:Food"	24.32	
465	10/23/2010	"*"	"Esther Carlsen"	"Corn Stalk"	"Assets:ISU Checking"		10.00
			"Esther Carlsen"	"Corn Stalk"	"Expenses:Bananas"	10.00	
466	11/04/2010	"*"		"Deposit"	"Assets:ISU Checking"	125.00	
			"Idaho Expenses:Taxes:State University"	"FE Reimbursement"	"Expenses:Education:Other"		125.00
467	11/15/2010	"*"	"University of Michigan"	"Application Fee"	"Assets:ISU Checking"		65.00
			"University of Michigan"	"Application Fee"	"Expenses:Education:Other"	65.00	
468	11/15/2010	"*"	"Educational Testing Service"	"GRE Scores"	"Assets:ISU Checking"		23.00
			"Educational Testing Service"	"GRE Scores"	"Expenses:Education:Other"	23.00	
469	11/14/2010	"*"	"Penn Expenses:Taxes:State University"	"Application Fee"	"Assets:ISU Checking"		65.00
			"Penn Expenses:Taxes:State University"	"Application Fee"	"Expenses:Education:Other"	65.00	
470	11/10/2010	"*"	"Blue Cross of Idaho"		"Assets:ISU Checking"		115.42
			"Blue Cross of Idaho"		"Expenses:Medical:Insurance Payment"	115.42	
471	11/23/2010	"*"	"Brett Carlsen"	"December Phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"December Phones"	"Expenses:Housing:Utilities"	40.00	
472	11/23/2010	"*"	"Gary Carlsen"	"Rent payment (December)"	"Assets:ISU Checking"		425.00
			"Gary Carlsen"	"Rent payment (December)"	"Expenses:Housing:Rent"	425.00	
473	10/31/2010			"Interest"	"Assets:ISU Savings"	0.30	
				"Interest"	"Income:Interest Received"		0.30
474	10/31/2010	"*"		"Interest"	"Assets:ISU Checking"	63.14	
				"Interest"	"Income:Interest Received"		63.14
475	12/29/2010	"*"	"Walgreens"	"thermometer"	"Assets:ISU Checking"		52.99
			"Walgreens"	"thermometer:ear"	"Expenses:Home:Other"	52.99	
476	12/17/2010	"*"	"ShopKo"	"Christmas game"	"Assets:ISU Checking"		12.72
			"ShopKo"	"Christmas game"	"Expenses:Bananas"	12.72	
477	12/23/2010	"*"	"Smith's"		"Assets:ISU Checking"		2.96
			"Smith's"		"Expenses:Consumables:Food"	2.96	
479	12/23/2010	"*"	"Walgreens"		"Assets:ISU Checking"		4.23
			"Walgreens"	"wipes"	"Expenses:Consumables:Other"	4.23	
480	12/23/2010	"*"	"Walgreens"	"Mary diapers"	"Assets:ISU Checking"		12.70
			"Walgreens"	"Mary diapers"	"Expenses:Bananas"	12.70	
481	12/16/2010	"*"	"Walgreens"	"photos"	"Assets:ISU Checking"		5.04
			"Walgreens"	"photos"	"Expenses:Bananas"	5.04	
482	12/13/2010	"*"	"Walmart"		"Assets:ISU Checking"		11.62
			"Walmart"		"Expenses:Consumables:Food"	11.62	
483	12/23/2010	"*"	"Dollar Tree"	"Christmas frames"	"Assets:ISU Checking"		6.36
			"Dollar Tree"	"Christmas frame"	"Expenses:Bananas"	6.36	
484	12/10/2010	"*"	"Delmonte Meats"		"Assets:ISU Checking"		26.49
			"Delmonte Meats"		"Expenses:Consumables:Food"	26.49	
485	12/13/2010	"*"	"Fred Meyer"		"Assets:ISU Checking"		16.61
			"Fred Meyer"		"Expenses:Consumables:Food"	16.61	
486	11/15/2010	"*"	"Walmart"		"Assets:ISU Checking"		5.66
			"Walmart"		"Expenses:Consumables:Food"	5.66	
487	12/06/2010	"*"	"Walmart"		"Assets:ISU Checking"		1.78
			"Walmart"		"Expenses:Consumables:Food"	1.78	
488	12/03/2010	"*"	"Fred Meyer"	"Recipe Pan"	"Assets:ISU Checking"		9.52
			"Fred Meyer"	"Recipe Pan"	"Expenses:Bananas"	9.52	
489	12/06/2010	"*"	"Walmart"		"Assets:ISU Checking"		6.28
			"Walmart"		"Expenses:Consumables:Food"	6.28	
490	12/06/2010	"*"	"Walmart"	"preg. test"	"Assets:ISU Checking"		7.39
			"Walmart"	"preg. test"	"Expenses:Consumables:Other"	7.39	
491	12/17/2010	"*"	"WinCo"		"Assets:ISU Checking"		12.56
			"WinCo"		"Expenses:Consumables:Food"	12.56	
492	12/29/2010	"*"	"Walmart"		"Assets:ISU Checking"		60.04
			"Walmart"		"Expenses:Consumables:Food"	8.00	
			"Walmart"	"Oil change stuff"	"Expenses:Transportation:Maintenance"	42.00	
			"Walmart"	"Tire Pressure Guage"	"Expenses:Home:Tools"	5.00	
			"Walmart"	"Desitin"	"Expenses:Consumables:Other"	5.04	
493	11/26/2010	"*"	"Fred Meyer"		"Assets:ISU Checking"		2.84
			"Fred Meyer"		"Expenses:Consumables:Food"	2.84	
494	12/21/2010	"*"	"Robert Carlsen"	"esther's christmas present"	"Assets:ISU Checking"		140.00
			"Robert Carlsen"	"esther christmas present"	"Expenses:Bananas"	140.00	
495	12/30/2010	"*"	"Buddy's"	"dinner at buddy's"	"Assets:ISU Checking"		42.30
			"Buddy's"	"dinner at buddy's"	"Expenses:Bananas"	42.30	
496	01/11/2011	"*"	"Chase Bank"	"credit card payment"	"Assets:ISU Checking"		277.23
			"Chase Bank"	"hostpital stuff"	"Expenses:Medical:Other"	123.00	
			"Chase Bank"	"diapers"	"Expenses:Consumables:Other"	18.69	
			"Chase Bank"	"credit card payment"	"Expenses:Transportation:Gas"	135.54	
497	12/23/2010	"*"	"Brett Carlsen"	"january phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"january phones"	"Expenses:Housing:Utilities"	40.00	
498	12/23/2010	"*"	"Gary Carlsen"	"january rent"	"Assets:ISU Checking"		425.00
			"Gary Carlsen"	"january rent"	"Expenses:Housing:Rent"	425.00	
499	12/09/2010	"*"	"Blue Cross of Idaho"		"Assets:ISU Checking"		115.42
			"Blue Cross of Idaho"		"Expenses:Medical:Insurance Payment"	115.42	
500	12/23/2010	"*"	"Walmart"	"breast pads"	"Assets:ISU Checking"		14.27
			"Walmart"	"breast pads"	"Expenses:Consumables:Other"	14.27	
501	12/23/2010	"*"	"Deseret Book"	"christmas book"	"Assets:ISU Checking"		5.59
			"Deseret Book"	"christmas book"	"Expenses:Bananas"	5.59	
502	12/23/2010	"*"	"Sears"	"baby carrier"	"Assets:ISU Checking"		10.59
			"Sears"	"baby carrier"	"Expenses:Home:Other"	10.59	
503	11/30/2010			"Interest"	"Assets:ISU Savings"	0.29	
				"Interest"	"Income:Interest Received"		0.29
504	11/28/2010	"*"	"Five Guys And Fries"		"Assets:ISU Checking"		10.36
			"Five Guys And Fries"		"Expenses:Bananas"	10.36	
505	11/03/2010	"*"	"Expenses:Taxes:State Department of Education"	"esther teacher certification"	"Assets:ISU Checking"		40.00
			"Expenses:Taxes:State Department of Education"	"esther teacher certification"	"Expenses:Education:Other"	40.00	
506	11/30/2010	"*"		"Interest"	"Assets:ISU Checking"	58.00	
				"Interest"	"Income:Interest Received"		58.00
507	12/11/2010	"*"	"Arctic Circle"		"Assets:ISU Checking"		4.45
			"Arctic Circle"		"Expenses:Bananas"	4.45	
508	12/31/2010	"*"	"Deseret Book"	"Rob's present"	"Assets:ISU Checking"		1.04
			"Deseret Book"	"Rob's present"	"Expenses:Bananas"	1.04	
512	01/13/2011	"*"	"Walmart"		"Assets:ISU Checking"		14.10
			"Walmart"		"Expenses:Consumables:Food"	14.10	
513	01/28/2011	"*"	"Walgreens"		"Assets:ISU Checking"		4.36
			"Walgreens"	"diapers"	"Expenses:Consumables:Other"	4.36	
514	01/24/2011	"*"	"Smith's"		"Assets:ISU Checking"		3.58
			"Smith's"		"Expenses:Consumables:Food"	3.58	
515	01/28/2011	"*"	"Walgreens"	"diapers"	"Assets:ISU Checking"		6.53
			"Walgreens"	"diapers"	"Expenses:Consumables:Other"	6.53	
517	01/25/2011	"*"	"OfficeMax"	"Lab Notebook"	"Assets:ISU Checking"		12.71
			"OfficeMax"	"Lab Notebook"	"Expenses:Home:Office Supplies"	12.71	
518	02/07/2011	"*"	"Walmart"		"Assets:ISU Checking"		6.85
			"Walmart"	"Deb's hot dog"	"Expenses:Consumables:Food"	6.85	
519	02/03/2011	"*"	"Smith's"		"Assets:ISU Checking"		3.13
			"Smith's"		"Expenses:Consumables:Food"	3.13	
520	02/08/2011	"*"	"OfficeMax"	"pens"	"Assets:ISU Checking"		8.79
			"OfficeMax"	"pens"	"Expenses:Home:Office Supplies"	8.79	
521	02/10/2011	"*"	"Fred Meyer"		"Assets:ISU Checking"		18.55
			"Fred Meyer"		"Expenses:Consumables:Food"	18.55	
522	01/23/2011	"*"	"Brett Carlsen"	"february phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"february phones"	"Expenses:Housing:Utilities"	40.00	
523	01/23/2011	"*"	"Gary Carlsen"	"february rent"	"Assets:ISU Checking"		425.00
			"Gary Carlsen"	"february rent"	"Expenses:Housing:Rent"	425.00	
524	02/03/2011	"*"	"Farmer's Insurance"	"car insurance for next 6 mos"	"Assets:ISU Checking"		320.40
			"Farmer's Insurance"	"car insurance for next 6 mos"	"Expenses:Transportation:Car Insurance"	320.40	
525	12/30/2010	"*"	"Amazon.com"	"robert textbook"	"Assets:ISU Checking"		53.11
			"Amazon.com"	"robert textbook"	"Expenses:Education:Books and Fees"	53.11	
526	01/04/2011	"*"			"Assets:ISU Checking"	1,241.00	
					"Assets:ISU Checking"	5,490.00	
				"esther pell grant"	"Income:Scholarships and Grants"	0.00	
				"robert pell grant"	"Income:Scholarships and Grants"		3,075.00
				"neup scholarship"	"Income:Scholarships and Grants"		2,500.00
				"misc fees (e.g. comp account)"	"Expenses:Education:Books and Fees"	85.00	
				"presidential scholarship"	"Income:Scholarships and Grants"		2,708.00
				"robert spring 2011"	"Expenses:Education:Tuition"	2,708.00	
				"esther spring 2011"	"Expenses:Education:Tuition"	2,708.00	
				"esther pell grant"	"Income:Scholarships and Grants"		3,075.00
				"esther asisu scholarship"	"Income:Scholarships and Grants"		874.00
				"esther Jacobsen Scholarship"	"Assets:ISU Checking"	300.00	
					"Income:Scholarships and Grants"		300.00
527	12/31/2010			"Interest"	"Assets:ISU Savings"	0.30	
				"Interest"	"Income:Interest Received"		0.30
528	12/30/2010	"*"	"half.com"	"robert textbook"	"Assets:ISU Checking"		113.99
			"half.com"	"robert textbook"	"Expenses:Education:Books and Fees"	113.99	
529	12/17/2010	"*"		"Deposit"	"Assets:ISU Checking"	3.51	
			"Smith's"	"returned diapers"	"Expenses:Consumables:Other"		3.51
530	12/16/2010	"*"	"Walgreens"	"picture prints"	"Assets:ISU Checking"		5.04
			"Walgreens"	"picture prints"	"Expenses:Bananas"	5.04	
531	12/17/2010	"*"	"Smith's"		"Assets:ISU Checking"		13.91
			"Smith's"		"Expenses:Consumables:Food"	13.91	
532	12/31/2010	"*"		"Interest"	"Assets:ISU Checking"	56.40	
				"Interest"	"Income:Interest Received"		56.40
533	01/11/2011	"*"	"Blue Cross of Idaho"		"Assets:ISU Checking"		115.42
			"Blue Cross of Idaho"		"Expenses:Medical:Insurance Payment"	115.42	
534	02/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		172.57
			"Chase Bank"		"Expenses:Transportation:Gas"	172.57	
535	01/31/2011			"Interest"	"Assets:ISU Savings"	0.30	
				"Interest"	"Income:Interest Received"		0.30
536	01/05/2011	"*"		"christmas gift"	"Assets:ISU Checking"	300.00	
			"Catalina Stekbaur"	"christmas money"	"Income:Uncategorized Income"		300.00
537	01/10/2011	"*"		"resold textbooks esther"	"Assets:ISU Checking"	55.28	
			"Amazon.com"	"resold esther textbooks"	"Expenses:Education:Books and Fees"		55.28
538	01/08/2011	"*"	"Redbox"	"movie rental"	"Assets:ISU Checking"		1.06
			"Redbox"	"movie rental"	"Expenses:Bananas"	1.06	
539	01/09/2011	"*"	"Redbox"	"movie rental"	"Assets:ISU Checking"		1.06
			"Redbox"	"movie rental"	"Expenses:Bananas"	1.06	
540	01/03/2011	"*"	"Amazon.com"	"robert textbook"	"Assets:ISU Checking"		11.24
			"Amazon.com"	"robert textbook"	"Expenses:Education:Books and Fees"	11.24	
541	01/07/2011	"*"	"Smith's"		"Assets:ISU Checking"		24.28
			"Smith's"		"Expenses:Consumables:Food"	12.28	
			"Smith's"	"christmas lights and stuff"	"Expenses:Home:Housewares"	12.00	
542	01/14/2011	"*"	"Smith's"		"Assets:ISU Checking"		7.41
			"Smith's"		"Expenses:Consumables:Food"	7.41	
543	01/18/2011	"*"	"University of Wisconsin"	"grad app fee"	"Assets:ISU Checking"		56.00
			"University of Wisconsin"	"grad app fee"	"Expenses:Education:Other"	56.00	
544	01/23/2011	"*"	"Apple Computer"	"pcalc calculator app"	"Assets:ISU Checking"		10.59
			"Apple Computer"	"pcalc calculator app"	"Expenses:Home:Office Supplies"	10.59	
545	01/24/2011	"*"		"esther resold textbooks"	"Assets:ISU Checking"	9.09	
			"Amazon.com"	"esther resold textbooks"	"Expenses:Education:Books and Fees"		9.09
546	01/24/2011	"*"	"AT&T Wireless"	"new phones"	"Assets:ISU Checking"		127.18
			"AT&T Wireless"	"new phones"	"Expenses:Housing:Utilities"	127.18	
547	01/28/2011	"*"	"K & N Engineering"	"new acura air filter"	"Assets:ISU Checking"		51.93
			"K & N Engineering"	"new car air filter"	"Expenses:Transportation:Maintenance"	51.93	
548	01/31/2011	"*"		"Interest"	"Assets:ISU Checking"	63.53	
				"Interest"	"Income:Interest Received"		63.53
549	05/03/2011	"*"	"ShopKo"	"Diapers"	"Assets:ISU Checking"		6.35
			"ShopKo"	"Diapers"	"Expenses:Consumables:Other"	6.35	
550	04/30/2011	"*"	"Smith's"		"Assets:ISU Checking"		3.89
			"Smith's"		"Expenses:Consumables:Food"	3.89	
551	04/26/2011	"*"	"Walgreens"		"Assets:ISU Checking"		11.53
			"Walgreens"	"shavers"	"Expenses:Consumables:Other"	11.53	
552	04/20/2011	"*"	"Walmart"		"Assets:ISU Checking"		6.29
			"Walmart"		"Expenses:Consumables:Food"	6.29	
553	03/23/2011	"*"	"Ross Dress for Less"	"Running Shoes-Esther"	"Assets:ISU Checking"		25.43
			"Ross Dress for Less"	"Esther Running Shoes"	"Expenses:Home:Clothing"	25.43	
554	02/12/2011	"*"	"Walgreens"	"Diapers"	"Assets:ISU Checking"		11.52
			"Walgreens"	"Diapers"	"Expenses:Consumables:Other"	11.52	
555	03/19/2011	"*"	"Walgreens"	"Diapers"	"Assets:ISU Checking"		19.06
			"Walgreens"	"Diapers"	"Expenses:Consumables:Other"	19.06	
556	02/28/2011	"*"	"Walmart"		"Assets:ISU Checking"		22.87
			"Walmart"		"Expenses:Consumables:Food"	22.87	
557	02/24/2011	"*"	"Walmart"	"travel-size stuff"	"Assets:ISU Checking"		9.45
			"Walmart"	"travel-size stuff"	"Expenses:Consumables:Other"	9.45	
558	02/17/2011	"*"	"WinCo"		"Assets:ISU Checking"		17.91
			"WinCo"		"Expenses:Consumables:Food"	17.91	
559	02/14/2011	"*"	"Fred Meyer"	"Roses"	"Assets:ISU Checking"		21.19
			"Fred Meyer"	"Roses"	"Expenses:Bananas"	21.19	
560	02/14/2011	"*"	"Home Depot"	"Shower Head"	"Assets:ISU Checking"		19.06
			"Home Depot"	"Shower Head"	"Expenses:Home:Other"	19.06	
561	03/19/2011	"*"	"Smith's"	"Noodles"	"Assets:ISU Checking"		15.16
			"Smith's"	"Noodles"	"Expenses:Consumables:Food"	15.16	
562	05/09/2011	"*"	"Walmart"		"Assets:ISU Checking"		12.79
			"Walmart"		"Expenses:Consumables:Food"	12.79	
563	05/09/2011	"*"	"Walmart"		"Assets:ISU Checking"		2.29
			"Walmart"		"Expenses:Consumables:Food"	2.29	
564	05/09/2011	"*"	"Walmart"		"Assets:ISU Checking"		2.50
			"Walmart"		"Expenses:Consumables:Food"	2.50	
565	05/02/2011	"*"	"Albertsons"	"deoderant"	"Assets:ISU Checking"		2.14
			"Albertsons"	"deoderant (Esther)"	"Expenses:Consumables:Other"	2.14	
566	02/28/2011	"*"	"Walgreens"	"Diapers"	"Assets:ISU Checking"		6.03
			"Walgreens"	"Diapers"	"Expenses:Consumables:Other"	6.03	
567	03/14/2011	"*"	"Walmart"		"Assets:ISU Checking"		9.13
			"Walmart"		"Expenses:Consumables:Food"	9.13	
568	02/19/2011	"*"	"Smith's"		"Assets:ISU Checking"		1.62
			"Smith's"		"Expenses:Consumables:Food"	1.62	
570	02/28/2011	"*"	"Smith's"		"Assets:ISU Checking"		2.11
			"Smith's"		"Expenses:Consumables:Food"	2.11	
571	02/26/2011	"*"	"Walgreens"	"diapers"	"Assets:ISU Checking"		8.92
			"Walgreens"	"diapers"	"Expenses:Consumables:Other"	8.92	
572	04/19/2011	"*"	"Walgreens"	"photos"	"Assets:ISU Checking"		5.04
			"Walgreens"	"photos"	"Expenses:Home:Other"	5.04	
573	03/21/2011	"*"	"Albertsons"		"Assets:ISU Checking"		33.50
			"Albertsons"		"Expenses:Consumables:Food"	33.50	
574	03/02/2011	"*"	"Fred Meyer"		"Assets:ISU Checking"		7.51
			"Fred Meyer"	"throat tea"	"Expenses:Consumables:Other"	5.00	
			"Fred Meyer"	"windshield wash"	"Expenses:Transportation:Maintenance"	2.51	
575	04/09/2011	"*"	"Walmart"		"Assets:ISU Checking"		2.58
			"Walmart"		"Expenses:Consumables:Food"	2.58	
576	04/20/2011	"*"	"Walmart"		"Assets:ISU Checking"		3.23
			"Walmart"		"Expenses:Consumables:Food"	3.23	
577	04/20/2011	"*"	"Walmart"		"Assets:ISU Checking"		2.94
			"Walmart"		"Expenses:Consumables:Food"	2.94	
578	04/20/2011	"*"	"Walmart"		"Assets:ISU Checking"		5.09
			"Walmart"		"Expenses:Consumables:Food"	5.09	
580	03/25/2011	"*"	"A&W Restaurant"		"Assets:ISU Checking"		7.42
			"A&W Restaurant"		"Expenses:Consumables:Food"	7.42	
581	04/26/2011	"*"	"Walgreens"	"diapers"	"Assets:ISU Checking"		14.56
			"Walgreens"	"Diapers"	"Expenses:Consumables:Other"	14.56	
582	04/07/2011	"*"	"Albertsons"		"Assets:ISU Checking"		14.67
			"Albertsons"		"Expenses:Consumables:Food"	14.67	
583	05/03/2011	"*"		"Deposit"	"Assets:ISU Checking"	142.04	
			"Pocatello Children's Clinic"	"refund on over payment"	"Expenses:Medical:Other"		142.04
584	03/19/2011	"*"		"Deposit"	"Assets:ISU Checking"	20.00	
			"Walgreens"	"thermometer mail in rebate"	"Expenses:Home:Other"		20.00
585	05/09/2011			"Deposit - graduation gift money"	"Assets:ISU Savings"	960.00	
			"miscellaneous"	"graduation gift money"	"Income:Uncategorized Income"		960.00
586	03/28/2011	"*"		"Deposit"	"Assets:ISU Checking"	155.20	
			"University of Wisconsin"	"reimbursement for driving exepenses to SLC"	"Expenses:Transportation:Gas"		155.20
587	03/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		191.22
			"Chase Bank"		"Expenses:Transportation:Gas"	191.22	
588	04/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		184.93
			"Chase Bank"		"Expenses:Transportation:Gas"	184.93	
589	04/27/2011	"*"		"Deposit"	"Assets:ISU Checking"	2,984.00	
			"Big Brother"	"2010 tax refund/credit"	"Expenses:Taxes:Federal"		2,984.00
590	05/10/2011	"*"		"Deposit"	"Assets:ISU Checking"	210.00	
			"Big Brother"	"2010 tax return"	"Expenses:Taxes:State"		210.00
591	05/10/2011	"*"		"Funds Transfer"	"Assets:ISU Checking"		9,000.00
				"Funds Transfer"	"Assets:ISU Savings"	9,000.00	
592	02/28/2011			"Interest"	"Assets:ISU Savings"	0.27	
				"Interest"	"Income:Interest Received"		0.27
593	02/24/2011	"*"	"Walmart"		"Assets:ISU Checking"		4.94
			"Walmart"		"Expenses:Consumables:Food"	4.94	
